gap_id,previous_timestamp_utc,next_timestamp_utc,missing_start_utc,missing_end_utc,delta_minutes,missing_m1_bars,weekday_before,weekday_after,utc_time_before,utc_time_after,year,month,partition,current_category,proposed_category,classification_reason,classification_evidence,confidence,requires_manual_review
gapf_994024_20231020_2357,2023-10-20 23:57:00,2023-10-23 01:00:00,2023-10-20 23:58:00,2023-10-23 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,10,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_995403_20231023_2358,2023-10-23 23:58:00,2023-10-24 01:00:00,2023-10-23 23:59:00,2023-10-24 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-23 23:58:00 -> 2023-10-24 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_996782_20231024_2358,2023-10-24 23:58:00,2023-10-25 01:00:00,2023-10-24 23:59:00,2023-10-25 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-24 23:58:00 -> 2023-10-25 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_996815_20231025_0132,2023-10-25 01:32:00,2023-10-25 01:34:00,2023-10-25 01:33:00,2023-10-25 01:33:00,2.0,1,Wednesday,Wednesday,01:32,01:34,2023,10,TRAIN,LIKELY_PROVIDER_HISTORY_GAP,LIKELY_PROVIDER_HISTORY_GAP,"Isolated small active-session gap, no recurring pattern.","2023-10-25 01:32:00 -> 2023-10-25 01:34:00: isolated 1-bar active-session gap; does not match weekend, session-break, or holiday patterns; below the empirically observed natural break in the missing-bar distribution (no residual gap observed between 9 and 214 missing bars).",LOW,True
gapf_998160_20231025_2358,2023-10-25 23:58:00,2023-10-26 01:00:00,2023-10-25 23:59:00,2023-10-26 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-25 23:58:00 -> 2023-10-26 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_999539_20231026_2358,2023-10-26 23:58:00,2023-10-27 01:00:00,2023-10-26 23:59:00,2023-10-27 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,10,TRAIN,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-26 23:58:00 -> 2023-10-27 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1000917_20231027_2357,2023-10-27 23:57:00,2023-10-30 00:00:00,2023-10-27 23:58:00,2023-10-29 23:59:00,2883.0,2882,Friday,Monday,23:57,00:00,2023,10,TRAIN,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 00:00 reopen, delta=2883min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1002296_20231030_2258,2023-10-30 22:58:00,2023-10-31 00:00:00,2023-10-30 22:59:00,2023-10-30 23:59:00,62.0,61,Monday,Tuesday,22:58,00:00,2023,10,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-30 22:58:00 -> 2023-10-31 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1003675_20231031_2258,2023-10-31 22:58:00,2023-11-01 00:00:00,2023-10-31 22:59:00,2023-10-31 23:59:00,62.0,61,Tuesday,Wednesday,22:58,00:00,2023,10,TRAIN,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-10-31 22:58:00 -> 2023-11-01 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1005054_20231101_2258,2023-11-01 22:58:00,2023-11-02 00:00:00,2023-11-01 22:59:00,2023-11-01 23:59:00,62.0,61,Wednesday,Thursday,22:58,00:00,2023,11,DEVELOPMENT,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-01 22:58:00 -> 2023-11-02 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1006433_20231102_2258,2023-11-02 22:58:00,2023-11-03 00:00:00,2023-11-02 22:59:00,2023-11-02 23:59:00,62.0,61,Thursday,Friday,22:58,00:00,2023,11,DEVELOPMENT,EXPECTED_DAILY_SESSION_BREAK,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-02 22:58:00 -> 2023-11-03 00:00:00: ~62min nightly pause, EU-DST-shifted (hour 22->00) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1007811_20231103_2257,2023-11-03 22:57:00,2023-11-06 01:00:00,2023-11-03 22:58:00,2023-11-06 00:59:00,3003.0,3002,Friday,Monday,22:57,01:00,2023,11,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 22:57 close -> Monday 01:00 reopen, delta=3003min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1009190_20231106_2358,2023-11-06 23:58:00,2023-11-07 01:00:00,2023-11-06 23:59:00,2023-11-07 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-06 23:58:00 -> 2023-11-07 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1010569_20231107_2358,2023-11-07 23:58:00,2023-11-08 01:00:00,2023-11-07 23:59:00,2023-11-08 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-07 23:58:00 -> 2023-11-08 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1011948_20231108_2358,2023-11-08 23:58:00,2023-11-09 01:00:00,2023-11-08 23:59:00,2023-11-09 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-08 23:58:00 -> 2023-11-09 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1013327_20231109_2358,2023-11-09 23:58:00,2023-11-10 01:00:00,2023-11-09 23:59:00,2023-11-10 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-09 23:58:00 -> 2023-11-10 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1014705_20231110_2357,2023-11-10 23:57:00,2023-11-13 01:00:00,2023-11-10 23:58:00,2023-11-13 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,11,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1016084_20231113_2358,2023-11-13 23:58:00,2023-11-14 01:00:00,2023-11-13 23:59:00,2023-11-14 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-13 23:58:00 -> 2023-11-14 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1017463_20231114_2358,2023-11-14 23:58:00,2023-11-15 01:00:00,2023-11-14 23:59:00,2023-11-15 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-14 23:58:00 -> 2023-11-15 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1018842_20231115_2358,2023-11-15 23:58:00,2023-11-16 01:00:00,2023-11-15 23:59:00,2023-11-16 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-15 23:58:00 -> 2023-11-16 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1020221_20231116_2358,2023-11-16 23:58:00,2023-11-17 01:00:00,2023-11-16 23:59:00,2023-11-17 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-16 23:58:00 -> 2023-11-17 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1021599_20231117_2357,2023-11-17 23:57:00,2023-11-20 01:00:00,2023-11-17 23:58:00,2023-11-20 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,11,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1022978_20231120_2358,2023-11-20 23:58:00,2023-11-21 01:00:00,2023-11-20 23:59:00,2023-11-21 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-20 23:58:00 -> 2023-11-21 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1024357_20231121_2358,2023-11-21 23:58:00,2023-11-22 01:00:00,2023-11-21 23:59:00,2023-11-22 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-21 23:58:00 -> 2023-11-22 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1025736_20231122_2358,2023-11-22 23:58:00,2023-11-23 01:00:00,2023-11-22 23:59:00,2023-11-23 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-22 23:58:00 -> 2023-11-23 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1026962_20231123_2125,2023-11-23 21:25:00,2023-11-24 01:00:00,2023-11-23 21:26:00,2023-11-24 00:59:00,215.0,214,Thursday,Friday,21:25,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_HOLIDAY_OR_CLOSURE,US federal market holiday early close (THANKSGIVING).,"2023-11-23 21:25:00 matches computed US federal holiday date (THANKSGIVING); early close at 21:25 UTC, reopen 01:00 UTC next day; recurring pattern observed across multiple dataset years.",MEDIUM,False
gapf_1028143_20231124_2040,2023-11-24 20:40:00,2023-11-27 01:00:00,2023-11-24 20:41:00,2023-11-27 00:59:00,3140.0,3139,Friday,Monday,20:40,01:00,2023,11,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 20:40 close -> Monday 01:00 reopen, delta=3140min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1029522_20231127_2358,2023-11-27 23:58:00,2023-11-28 01:00:00,2023-11-27 23:59:00,2023-11-28 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-27 23:58:00 -> 2023-11-28 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1030901_20231128_2358,2023-11-28 23:58:00,2023-11-29 01:00:00,2023-11-28 23:59:00,2023-11-29 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-28 23:58:00 -> 2023-11-29 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1032280_20231129_2358,2023-11-29 23:58:00,2023-11-30 01:00:00,2023-11-29 23:59:00,2023-11-30 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-29 23:58:00 -> 2023-11-30 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1033659_20231130_2358,2023-11-30 23:58:00,2023-12-01 01:00:00,2023-11-30 23:59:00,2023-12-01 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,11,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-11-30 23:58:00 -> 2023-12-01 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1035037_20231201_2357,2023-12-01 23:57:00,2023-12-04 01:00:00,2023-12-01 23:58:00,2023-12-04 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,12,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1036416_20231204_2358,2023-12-04 23:58:00,2023-12-05 01:00:00,2023-12-04 23:59:00,2023-12-05 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-04 23:58:00 -> 2023-12-05 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1037795_20231205_2358,2023-12-05 23:58:00,2023-12-06 01:00:00,2023-12-05 23:59:00,2023-12-06 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-05 23:58:00 -> 2023-12-06 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1039174_20231206_2358,2023-12-06 23:58:00,2023-12-07 01:00:00,2023-12-06 23:59:00,2023-12-07 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-06 23:58:00 -> 2023-12-07 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1040553_20231207_2358,2023-12-07 23:58:00,2023-12-08 01:00:00,2023-12-07 23:59:00,2023-12-08 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-07 23:58:00 -> 2023-12-08 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1041931_20231208_2357,2023-12-08 23:57:00,2023-12-11 01:00:00,2023-12-08 23:58:00,2023-12-11 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,12,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1043310_20231211_2358,2023-12-11 23:58:00,2023-12-12 01:00:00,2023-12-11 23:59:00,2023-12-12 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-11 23:58:00 -> 2023-12-12 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1044689_20231212_2358,2023-12-12 23:58:00,2023-12-13 01:00:00,2023-12-12 23:59:00,2023-12-13 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-12 23:58:00 -> 2023-12-13 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1046068_20231213_2358,2023-12-13 23:58:00,2023-12-14 01:00:00,2023-12-13 23:59:00,2023-12-14 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-13 23:58:00 -> 2023-12-14 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1047447_20231214_2358,2023-12-14 23:58:00,2023-12-15 01:00:00,2023-12-14 23:59:00,2023-12-15 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-14 23:58:00 -> 2023-12-15 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1048825_20231215_2357,2023-12-15 23:57:00,2023-12-18 01:00:00,2023-12-15 23:58:00,2023-12-18 00:59:00,2943.0,2942,Friday,Monday,23:57,01:00,2023,12,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Monday 01:00 reopen, delta=2943min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1050204_20231218_2358,2023-12-18 23:58:00,2023-12-19 01:00:00,2023-12-18 23:59:00,2023-12-19 00:59:00,62.0,61,Monday,Tuesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-18 23:58:00 -> 2023-12-19 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1051583_20231219_2358,2023-12-19 23:58:00,2023-12-20 01:00:00,2023-12-19 23:59:00,2023-12-20 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-19 23:58:00 -> 2023-12-20 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1052962_20231220_2358,2023-12-20 23:58:00,2023-12-21 01:00:00,2023-12-20 23:59:00,2023-12-21 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-20 23:58:00 -> 2023-12-21 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1054341_20231221_2358,2023-12-21 23:58:00,2023-12-22 01:00:00,2023-12-21 23:59:00,2023-12-22 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-21 23:58:00 -> 2023-12-22 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1055719_20231222_2357,2023-12-22 23:57:00,2023-12-26 01:00:00,2023-12-22 23:58:00,2023-12-26 00:59:00,4383.0,4382,Friday,Tuesday,23:57,01:00,2023,12,DEVELOPMENT,EXPECTED_WEEKEND,EXPECTED_WEEKEND,Recurring Friday-to-Monday/Tuesday weekend market closure.,"Friday 23:57 close -> Tuesday 01:00 reopen, delta=4383min; matches the dataset-wide weekend closure pattern observed on every trading week.",HIGH,False
gapf_1057098_20231226_2358,2023-12-26 23:58:00,2023-12-27 01:00:00,2023-12-26 23:59:00,2023-12-27 00:59:00,62.0,61,Tuesday,Wednesday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-26 23:58:00 -> 2023-12-27 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1058477_20231227_2358,2023-12-27 23:58:00,2023-12-28 01:00:00,2023-12-27 23:59:00,2023-12-28 00:59:00,62.0,61,Wednesday,Thursday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-27 23:58:00 -> 2023-12-28 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
gapf_1059856_20231228_2358,2023-12-28 23:58:00,2023-12-29 01:00:00,2023-12-28 23:59:00,2023-12-29 00:59:00,62.0,61,Thursday,Friday,23:58,01:00,2023,12,DEVELOPMENT,SUSPICIOUS_INTRASESSION,EXPECTED_DAILY_SESSION_BREAK,Recurring nightly broker maintenance/session break.,"2023-12-28 23:58:00 -> 2023-12-29 01:00:00: ~62min nightly pause, standard-time (hour 23->01) variant; this exact close/reopen-hour pair recurs on the vast majority of weeknights across all 6 dataset years, and the hour flips precisely on EU DST transition weekends.",MEDIUM,False
