<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.26	07:30:00	4532.38	4533.04	4523.26	4525.32	4136	0	54
2026.05.26	08:00:00	4525.30	4531.28	4522.84	4531.06	3549	0	54
2026.05.26	08:30:00	4530.99	4534.93	4523.44	4527.14	6755	0	51
2026.05.26	09:00:00	4527.01	4536.05	4526.95	4530.24	6672	0	51
2026.05.26	09:30:00	4530.22	4533.84	4528.44	4530.87	6082	0	45
2026.05.26	10:00:00	4531.06	4533.70	4521.98	4529.44	8042	0	45
2026.05.26	10:30:00	4529.52	4538.81	4521.57	4538.05	7960	0	40
2026.05.26	11:00:00	4538.40	4538.72	4520.47	4522.08	7130	0	41
2026.05.26	11:30:00	4522.04	4527.17	4519.94	4523.55	6517	0	40
2026.05.26	12:00:00	4523.68	4526.25	4518.08	4524.68	6131	0	51
2026.05.26	12:30:00	4524.81	4525.16	4512.02	4522.52	6830	0	52
2026.05.26	13:00:00	4522.54	4535.09	4519.32	4533.33	7287	0	48
2026.05.26	13:30:00	4533.36	4540.35	4531.25	4534.28	7423	0	41
2026.05.26	14:00:00	4534.29	4536.15	4522.63	4523.41	6087	0	40
2026.05.26	14:30:00	4523.37	4523.67	4503.63	4507.06	9991	0	40
2026.05.26	15:00:00	4507.05	4515.78	4503.61	4506.04	8469	0	43
2026.05.26	15:30:00	4506.06	4523.58	4500.38	4520.23	9217	0	49
2026.05.26	16:00:00	4520.21	4527.36	4516.07	4522.14	8481	0	42
2026.05.26	16:30:00	4522.21	4531.20	4512.16	4513.29	12181	0	45
2026.05.26	17:00:00	4513.52	4520.27	4507.62	4517.52	10425	0	49
2026.05.26	17:30:00	4517.38	4524.86	4512.60	4515.14	9422	0	51
2026.05.26	18:00:00	4515.16	4515.34	4504.69	4505.79	10085	0	51
2026.05.26	18:30:00	4505.89	4510.66	4502.16	4506.27	9721	0	51
2026.05.26	19:00:00	4506.68	4508.57	4499.72	4507.85	7910	0	45
2026.05.26	19:30:00	4507.83	4511.02	4502.93	4504.73	7193	0	40
2026.05.26	20:00:00	4504.76	4507.32	4500.32	4501.28	6622	0	40
2026.05.26	20:30:00	4501.28	4501.49	4489.91	4490.87	7242	0	40
2026.05.26	21:00:00	4490.65	4495.93	4482.42	4495.09	7677	0	48
2026.05.26	21:30:00	4495.03	4499.42	4494.00	4499.07	5684	0	42
2026.05.26	22:00:00	4499.19	4504.40	4497.50	4501.89	5086	0	41
2026.05.26	22:30:00	4501.92	4509.80	4500.68	4508.74	5721	0	40
2026.05.26	23:00:00	4508.81	4510.51	4506.15	4506.42	2477	0	40
2026.05.26	23:30:00	4506.39	4510.10	4503.95	4507.29	1873	0	40
2026.05.27	01:00:00	4510.12	4538.88	4495.94	4504.17	3891	0	40
2026.05.27	01:30:00	4504.21	4512.23	4497.83	4510.77	4487	0	55
2026.05.27	02:00:00	4510.75	4513.51	4504.32	4512.03	4860	0	55
2026.05.27	02:30:00	4512.01	4527.81	4510.90	4519.55	6915	0	54
2026.05.27	03:00:00	4519.26	4525.68	4513.91	4517.82	7892	0	49
2026.05.27	03:30:00	4517.81	4521.96	4514.55	4514.98	6225	0	54
2026.05.27	04:00:00	4514.97	4520.99	4512.47	4515.98	8548	0	43
2026.05.27	04:30:00	4515.93	4516.94	4506.72	4507.78	6675	0	52
2026.05.27	05:00:00	4507.85	4509.37	4498.88	4505.31	6392	0	51
2026.05.27	05:30:00	4505.33	4506.72	4497.93	4505.55	5881	0	51
2026.05.27	06:00:00	4505.55	4511.76	4504.83	4506.96	5516	0	54
2026.05.27	06:30:00	4506.92	4507.06	4496.45	4496.92	3416	0	54
2026.05.27	07:00:00	4496.92	4503.16	4495.63	4499.34	4549	0	54
2026.05.27	07:30:00	4499.34	4517.12	4497.64	4510.03	5308	0	55
2026.05.27	08:00:00	4510.01	4513.75	4503.98	4507.11	5503	0	54
2026.05.27	08:30:00	4507.05	4508.58	4491.48	4497.38	10862	0	51
2026.05.27	09:00:00	4497.33	4499.02	4483.68	4486.14	8380	0	48
2026.05.27	09:30:00	4486.08	4490.01	4479.95	4485.06	7088	0	45
2026.05.27	10:00:00	4485.41	4489.04	4479.99	4486.02	6430	0	40
2026.05.27	10:30:00	4486.01	4488.47	4475.61	4481.78	5811	0	50
2026.05.27	11:00:00	4481.81	4492.66	4481.06	4488.97	6377	0	45
2026.05.27	11:30:00	4488.91	4498.58	4485.88	4497.72	5643	0	40
2026.05.27	12:00:00	4497.63	4497.63	4488.51	4489.93	5370	0	40
2026.05.27	12:30:00	4489.90	4493.00	4486.81	4490.03	4105	0	40
2026.05.27	13:00:00	4489.95	4490.46	4476.29	4476.80	4788	0	40
2026.05.27	13:30:00	4476.78	4476.98	4442.45	4445.57	10413	0	40
2026.05.27	14:00:00	4445.66	4453.15	4439.52	4440.70	8610	0	40
2026.05.27	14:30:00	4440.68	4444.56	4424.80	4428.44	8765	0	40
2026.05.27	15:00:00	4428.41	4466.41	4427.37	4454.52	11283	0	40
2026.05.27	15:30:00	4454.45	4460.06	4437.57	4438.68	9959	0	40
2026.05.27	16:00:00	4438.66	4438.81	4401.14	4404.61	13710	0	40
2026.05.27	16:30:00	4404.26	4433.85	4404.26	4427.23	14096	0	40
2026.05.27	17:00:00	4427.26	4455.36	4425.95	4445.29	13435	0	40
2026.05.27	17:30:00	4445.14	4449.21	4433.06	4433.77	11042	0	40
2026.05.27	18:00:00	4433.65	4438.36	4428.03	4435.70	9535	0	40
2026.05.27	18:30:00	4436.30	4441.40	4430.83	4436.26	8403	0	40
2026.05.27	19:00:00	4436.31	4447.42	4433.96	4446.62	6854	0	40
2026.05.27	19:30:00	4446.61	4453.15	4445.02	4450.64	6318	0	40
2026.05.27	20:00:00	4450.68	4451.45	4441.31	4449.66	7593	0	40
2026.05.27	20:30:00	4449.69	4454.12	4449.69	4450.21	5472	0	40
2026.05.27	21:00:00	4450.01	4458.14	4447.52	4455.37	5556	0	47
2026.05.27	21:30:00	4455.39	4456.31	4451.13	4454.18	3495	0	51
2026.05.27	22:00:00	4454.17	4454.57	4449.58	4450.85	3642	0	50
2026.05.27	22:30:00	4450.86	4454.58	4448.65	4450.73	4318	0	40
2026.05.27	23:00:00	4450.77	4458.64	4449.92	4454.85	2428	0	51
2026.05.27	23:30:00	4454.82	4456.21	4451.44	4456.13	1730	0	51
2026.05.28	01:00:00	4456.65	4465.58	4455.34	4459.72	3190	0	55
2026.05.28	01:30:00	4459.73	4462.28	4455.05	4457.20	4127	0	54
2026.05.28	02:00:00	4457.22	4457.59	4449.18	4450.63	4414	0	54
2026.05.28	02:30:00	4450.58	4453.77	4443.85	4446.96	6045	0	54
2026.05.28	03:00:00	4446.97	4453.75	4443.78	4446.09	8498	0	53
2026.05.28	03:30:00	4446.10	4457.62	4443.72	4456.89	6378	0	55
2026.05.28	04:00:00	4456.90	4458.56	4417.08	4419.01	11158	0	40
2026.05.28	04:30:00	4419.05	4426.28	4406.79	4409.89	11710	0	40
2026.05.28	05:00:00	4409.90	4412.50	4396.31	4405.92	8615	0	40
2026.05.28	05:30:00	4405.88	4410.23	4392.45	4394.16	9115	0	40
2026.05.28	06:00:00	4394.19	4397.69	4382.15	4387.52	9938	0	53
2026.05.28	06:30:00	4387.46	4387.77	4368.25	4374.59	11401	0	52
2026.05.28	07:00:00	4374.57	4381.89	4366.27	4368.21	9468	0	48
2026.05.28	07:30:00	4368.20	4374.97	4368.00	4372.82	7647	0	40
2026.05.28	08:00:00	4372.84	4379.80	4367.07	4378.51	7702	0	52
2026.05.28	08:30:00	4378.50	4395.68	4375.07	4387.84	10796	0	50
2026.05.28	09:00:00	4387.91	4390.38	4374.16	4380.17	7404	0	49
2026.05.28	09:30:00	4380.03	4385.25	4376.74	4383.35	5894	0	40
2026.05.28	10:00:00	4383.60	4395.93	4383.60	4392.47	6514	0	40
2026.05.28	10:30:00	4392.43	4393.53	4382.68	4387.31	5873	0	54
2026.05.28	11:00:00	4387.87	4394.74	4386.25	4389.67	6031	0	40
2026.05.28	11:30:00	4389.64	4394.80	4385.76	4386.76	5003	0	40
2026.05.28	12:00:00	4386.63	4398.87	4386.28	4396.36	5547	0	47
2026.05.28	12:30:00	4395.98	4396.72	4389.64	4393.37	5470	0	40
2026.05.28	13:00:00	4393.49	4403.96	4391.30	4401.05	5223	0	50
2026.05.28	13:30:00	4401.01	4402.25	4375.13	4382.80	7626	0	40
2026.05.28	14:00:00	4382.42	4390.31	4381.38	4384.73	5549	0	40
2026.05.28	14:30:00	4384.78	4390.12	4380.77	4387.78	6503	0	40
2026.05.28	15:00:00	4388.05	4392.69	4379.44	4384.85	6646	0	40
2026.05.28	15:30:00	4384.80	4433.52	4384.72	4431.95	10701	0	40
2026.05.28	16:00:00	4432.45	4438.89	4424.89	4428.44	10406	0	40
2026.05.28	16:30:00	4428.66	4434.07	4417.95	4430.43	11831	0	40
2026.05.28	17:00:00	4430.40	4473.28	4420.44	4460.65	14517	0	40
2026.05.28	17:30:00	4460.77	4480.25	4452.72	4469.14	14708	0	40
2026.05.28	18:00:00	4469.85	4481.88	4468.46	4476.58	10874	0	40
2026.05.28	18:30:00	4476.61	4484.73	4476.61	4482.01	8675	0	40
2026.05.28	19:00:00	4482.00	4502.59	4477.55	4500.28	9758	0	40
2026.05.28	19:30:00	4500.40	4510.86	4497.49	4510.84	8605	0	40
2026.05.28	20:00:00	4510.93	4514.36	4501.08	4501.96	8311	0	48
2026.05.28	20:30:00	4502.37	4509.80	4502.34	4508.76	6115	0	51
2026.05.28	21:00:00	4508.75	4516.36	4505.27	4506.01	7683	0	40
2026.05.28	21:30:00	4506.08	4506.26	4498.39	4500.88	5715	0	52
2026.05.28	22:00:00	4501.12	4503.58	4498.50	4499.59	4952	0	47
2026.05.28	22:30:00	4499.57	4501.67	4496.99	4497.65	5037	0	40
2026.05.28	23:00:00	4497.54	4500.45	4494.81	4499.16	2926	0	51
2026.05.28	23:30:00	4499.14	4500.63	4494.72	4495.55	2371	0	51
2026.05.29	01:00:00	4495.81	4499.51	4491.72	4495.68	2463	0	54
2026.05.29	01:30:00	4495.67	4496.37	4490.85	4490.98	3644	0	40
2026.05.29	02:00:00	4491.06	4496.78	4491.00	4492.07	2161	0	46
2026.05.29	02:30:00	4492.08	4496.17	4488.90	4494.96	4204	0	54
2026.05.29	03:00:00	4495.10	4500.37	4492.00	4499.85	6946	0	52
2026.05.29	03:30:00	4499.84	4500.19	4493.14	4495.94	5123	0	49
2026.05.29	04:00:00	4495.97	4520.50	4492.29	4505.28	10566	0	40
2026.05.29	04:30:00	4505.30	4508.34	4500.97	4506.32	8387	0	51
2026.05.29	05:00:00	4506.34	4511.03	4501.67	4502.91	6592	0	52
2026.05.29	05:30:00	4502.90	4508.01	4498.25	4501.60	7359	0	40
2026.05.29	06:00:00	4501.63	4501.88	4494.83	4496.69	6713	0	53
2026.05.29	06:30:00	4496.72	4501.39	4494.65	4501.08	4421	0	40
2026.05.29	07:00:00	4501.09	4511.58	4500.84	4509.01	5364	0	40
2026.05.29	07:30:00	4508.99	4514.71	4508.02	4513.91	4951	0	40
2026.05.29	08:00:00	4513.92	4515.27	4508.78	4509.74	3839	0	53
2026.05.29	08:30:00	4509.31	4515.59	4502.51	4514.72	7126	0	40
2026.05.29	09:00:00	4514.82	4522.21	4509.94	4516.47	6995	0	40
2026.05.29	09:30:00	4516.61	4523.89	4511.15	4523.48	6166	0	40
2026.05.29	10:00:00	4522.97	4523.73	4510.60	4513.98	5742	0	40
2026.05.29	10:30:00	4513.97	4525.93	4512.69	4524.56	6048	0	40
2026.05.29	11:00:00	4524.56	4524.57	4512.36	4516.96	6229	0	40
2026.05.29	11:30:00	4516.90	4517.93	4509.71	4514.69	4406	0	40
2026.05.29	12:00:00	4514.74	4531.97	4513.14	4528.71	6798	0	40
2026.05.29	12:30:00	4528.72	4539.43	4524.63	4531.01	5832	0	40
2026.05.29	13:00:00	4531.00	4531.00	4525.41	4530.28	4833	0	40
2026.05.29	13:30:00	4530.36	4543.10	4530.17	4538.43	5641	0	40
2026.05.29	14:00:00	4538.42	4540.26	4526.70	4527.86	5556	0	40
2026.05.29	14:30:00	4528.02	4538.72	4525.77	4538.24	5562	0	40
2026.05.29	15:00:00	4538.26	4538.41	4519.90	4522.16	6632	0	40
2026.05.29	15:30:00	4522.20	4523.79	4512.58	4522.80	7579	0	40
2026.05.29	16:00:00	4522.95	4529.01	4516.90	4527.90	8291	0	40
2026.05.29	16:30:00	4528.12	4540.51	4522.25	4536.61	10929	0	47
2026.05.29	17:00:00	4536.60	4552.48	4525.97	4529.64	13095	0	40
2026.05.29	17:30:00	4529.57	4570.33	4525.10	4564.05	13174	0	40
2026.05.29	18:00:00	4563.92	4595.04	4563.92	4578.36	13775	0	40
2026.05.29	18:30:00	4578.39	4583.10	4557.61	4570.96	11585	0	40
2026.05.29	19:00:00	4570.95	4572.10	4559.88	4562.88	7782	0	40
2026.05.29	19:30:00	4562.85	4573.23	4560.66	4566.78	7877	0	40
2026.05.29	20:00:00	4566.81	4568.36	4560.85	4561.66	6836	0	40
2026.05.29	20:30:00	4561.73	4562.04	4551.49	4553.24	6578	0	40
2026.05.29	21:00:00	4553.27	4560.23	4552.39	4559.16	6236	0	40
2026.05.29	21:30:00	4559.15	4561.49	4550.67	4553.09	5982	0	40
2026.05.29	22:00:00	4553.10	4560.04	4552.21	4555.13	4650	0	40
2026.05.29	22:30:00	4555.11	4556.22	4542.77	4545.27	6649	0	40
2026.05.29	23:00:00	4545.30	4549.01	4542.09	4542.53	3477	0	51
2026.05.29	23:30:00	4542.32	4543.75	4539.12	4540.24	2256	0	45
2026.06.01	01:00:00	4524.12	4536.20	4516.54	4532.83	4314	0	69
2026.06.01	01:30:00	4532.83	4540.21	4530.74	4535.17	3767	0	53
2026.06.01	02:00:00	4535.22	4544.82	4534.93	4544.74	3043	0	54
2026.06.01	02:30:00	4544.79	4545.55	4538.43	4539.40	3877	0	47
2026.06.01	03:00:00	4539.45	4545.69	4537.30	4543.05	5412	0	52
2026.06.01	03:30:00	4543.02	4544.91	4535.15	4540.66	5686	0	51
2026.06.01	04:00:00	4540.61	4541.31	4526.10	4528.64	8574	0	40
2026.06.01	04:30:00	4528.59	4533.59	4523.60	4525.34	6214	0	52
2026.06.01	05:00:00	4525.29	4534.43	4524.20	4530.24	4311	0	40
2026.06.01	05:30:00	4530.20	4530.86	4521.01	4521.31	5988	0	53
2026.06.01	06:00:00	4521.28	4525.23	4513.79	4520.30	5408	0	40
2026.06.01	06:30:00	4520.15	4523.88	4509.70	4516.10	3927	0	52
2026.06.01	07:00:00	4516.07	4519.47	4512.25	4515.69	2944	0	53
2026.06.01	07:30:00	4515.68	4517.10	4508.52	4514.25	3391	0	53
2026.06.01	08:00:00	4514.28	4523.44	4513.40	4520.26	3543	0	51
2026.06.01	08:30:00	4520.46	4525.04	4512.56	4518.11	6108	0	40
2026.06.01	09:00:00	4518.12	4518.55	4504.84	4514.09	6967	0	51
2026.06.01	09:30:00	4514.22	4514.55	4500.18	4501.53	6794	0	40
2026.06.01	10:00:00	4501.53	4509.75	4500.59	4503.82	6063	0	40
2026.06.01	10:30:00	4503.81	4507.56	4492.25	4502.89	6211	0	40
2026.06.01	11:00:00	4502.92	4504.27	4490.54	4495.81	6190	0	40
2026.06.01	11:30:00	4495.79	4502.27	4492.38	4497.85	5221	0	49
2026.06.01	12:00:00	4497.91	4506.12	4496.33	4496.36	5257	0	49
2026.06.01	12:30:00	4496.27	4499.10	4489.00	4495.82	5971	0	40
2026.06.01	13:00:00	4495.84	4503.32	4495.84	4500.73	4472	0	40
2026.06.01	13:30:00	4500.81	4510.75	4500.40	4503.82	4980	0	40
2026.06.01	14:00:00	4503.76	4512.75	4499.66	4510.48	5114	0	40
2026.06.01	14:30:00	4510.43	4512.09	4505.26	4505.66	4689	0	51
2026.06.01	15:00:00	4505.68	4509.42	4497.23	4505.37	6740	0	40
2026.06.01	15:30:00	4505.31	4510.33	4497.56	4502.05	7339	0	47
2026.06.01	16:00:00	4502.63	4503.67	4462.14	4464.84	13598	0	40
2026.06.01	16:30:00	4464.64	4478.52	4448.67	4450.18	14327	0	40
2026.06.01	17:00:00	4448.74	4464.67	4447.50	4456.06	12399	0	40
2026.06.01	17:30:00	4455.90	4461.38	4452.04	4458.47	9781	0	40
2026.06.01	18:00:00	4458.75	4470.15	4455.34	4468.17	8970	0	40
2026.06.01	18:30:00	4468.21	4479.67	4467.96	4473.98	9449	0	40
2026.06.01	19:00:00	4474.02	4478.21	4462.91	4467.81	6895	0	40
2026.06.01	19:30:00	4467.81	4482.00	4467.27	4479.89	7903	0	40
2026.06.01	20:00:00	4479.84	4482.76	4471.29	4482.69	7118	0	40
2026.06.01	20:30:00	4482.70	4495.33	4480.29	4487.32	8947	0	40
2026.06.01	21:00:00	4487.34	4490.04	4486.12	4486.51	5290	0	40
2026.06.01	21:30:00	4486.66	4488.47	4484.71	4486.53	4192	0	40
2026.06.01	22:00:00	4486.49	4488.07	4484.15	4484.56	4163	0	40
2026.06.01	22:30:00	4484.52	4485.51	4478.96	4481.00	5431	0	40
2026.06.01	23:00:00	4481.04	4484.13	4480.00	4482.96	2626	0	46
2026.06.01	23:30:00	4483.01	4485.75	4481.07	4484.61	2549	0	40
2026.06.02	01:00:00	4486.25	4488.24	4481.07	4481.36	3033	0	54
2026.06.02	01:30:00	4481.32	4486.37	4479.64	4485.51	1771	0	53
2026.06.02	02:00:00	4485.40	4488.03	4481.54	4487.11	1646	0	55
2026.06.02	02:30:00	4487.16	4487.35	4479.25	4484.28	3009	0	52
2026.06.02	03:00:00	4484.54	4493.60	4476.53	4493.60	6670	0	40
2026.06.02	03:30:00	4493.55	4496.96	4480.62	4481.22	6228	0	53
2026.06.02	04:00:00	4481.10	4492.16	4473.54	4486.21	10054	0	40
2026.06.02	04:30:00	4486.18	4489.22	4462.83	4473.95	9334	0	40
2026.06.02	05:00:00	4473.93	4484.61	4472.07	4481.80	7030	0	40
2026.06.02	05:30:00	4481.78	4486.33	4473.46	4485.79	7006	0	40
2026.06.02	06:00:00	4485.82	4497.04	4485.54	4495.07	6533	0	40
2026.06.02	06:30:00	4495.05	4499.27	4492.92	4499.08	4974	0	52
2026.06.02	07:00:00	4499.07	4510.10	4497.64	4504.37	4906	0	51
2026.06.02	07:30:00	4504.38	4518.04	4503.25	4517.22	4637	0	40
2026.06.02	08:00:00	4517.20	4521.63	4515.03	4519.61	4762	0	40
2026.06.02	08:30:00	4519.68	4528.01	4516.02	4516.90	6989	0	51
2026.06.02	09:00:00	4516.93	4533.82	4516.77	4533.01	7233	0	40
2026.06.02	09:30:00	4533.02	4538.28	4531.59	4535.57	5821	0	40
2026.06.02	10:00:00	4535.55	4541.29	4533.08	4533.91	5721	0	40
2026.06.02	10:30:00	4533.89	4535.34	4527.74	4534.92	5032	0	40
2026.06.02	11:00:00	4534.90	4539.00	4529.37	4530.95	6464	0	40
2026.06.02	11:30:00	4530.79	4533.24	4525.80	4526.56	4545	0	40
2026.06.02	12:00:00	4526.57	4535.62	4525.08	4526.53	5351	0	40
2026.06.02	12:30:00	4526.87	4531.29	4521.65	4529.65	5247	0	40
2026.06.02	13:00:00	4529.68	4531.55	4524.47	4528.21	4118	0	40
2026.06.02	13:30:00	4528.16	4533.80	4525.28	4532.95	3388	0	40
2026.06.02	14:00:00	4533.02	4534.47	4526.42	4530.00	3977	0	51
2026.06.02	14:30:00	4530.17	4530.57	4525.42	4527.34	3761	0	40
2026.06.02	15:00:00	4527.39	4533.97	4523.87	4529.13	5442	0	49
2026.06.02	15:30:00	4529.09	4533.43	4513.30	4514.56	7083	0	40
2026.06.02	16:00:00	4514.83	4524.59	4509.75	4510.61	9223	0	40
2026.06.02	16:30:00	4510.66	4514.24	4502.79	4502.88	10832	0	40
2026.06.02	17:00:00	4503.12	4506.85	4490.11	4495.42	11170	0	40
2026.06.02	17:30:00	4495.52	4506.19	4495.44	4503.90	8270	0	40
2026.06.02	18:00:00	4503.98	4507.96	4501.38	4505.23	7450	0	40
2026.06.02	18:30:00	4505.27	4508.33	4499.99	4501.93	7183	0	40
2026.06.02	19:00:00	4501.97	4502.70	4490.13	4490.13	6992	0	40
2026.06.02	19:30:00	4490.12	4491.80	4486.20	4491.73	5948	0	40
2026.06.02	20:00:00	4491.74	4492.85	4486.24	4490.96	6801	0	40
2026.06.02	20:30:00	4490.80	4491.52	4481.92	4484.44	5731	0	40
2026.06.02	21:00:00	4484.51	4490.78	4483.90	4488.28	5322	0	40
2026.06.02	21:30:00	4488.30	4490.30	4478.57	4487.19	4800	0	40
2026.06.02	22:00:00	4487.36	4489.44	4485.51	4489.38	3464	0	40
2026.06.02	22:30:00	4489.27	4490.08	4483.26	4487.86	4318	0	46
2026.06.02	23:00:00	4487.89	4490.84	4486.10	4489.62	1907	0	47
2026.06.02	23:30:00	4489.64	4490.86	4486.67	4487.73	1904	0	40
2026.06.03	01:00:00	4490.16	4492.93	4487.42	4489.95	3893	0	55
2026.06.03	01:30:00	4489.82	4492.08	4483.92	4484.68	4873	0	54
2026.06.03	02:00:00	4484.63	4488.61	4462.04	4467.34	7044	0	52
2026.06.03	02:30:00	4467.37	4475.00	4462.44	4474.24	6208	0	54
2026.06.03	03:00:00	4474.20	4483.11	4473.63	4482.96	4667	0	54
2026.06.03	03:30:00	4483.09	4496.62	4481.08	4486.00	5507	0	40
2026.06.03	04:00:00	4485.78	4487.40	4463.15	4466.99	11106	0	40
2026.06.03	04:30:00	4466.98	4476.97	4464.72	4475.57	8069	0	40
2026.06.03	05:00:00	4475.62	4481.28	4472.64	4478.64	6425	0	40
2026.06.03	05:30:00	4478.69	4485.00	4472.92	4481.82	7654	0	52
2026.06.03	06:00:00	4481.76	4487.46	4481.63	4483.24	5756	0	51
2026.06.03	06:30:00	4483.37	4486.03	4482.37	4484.20	2771	0	54
2026.06.03	07:00:00	4484.32	4487.94	4476.96	4476.98	3476	0	52
2026.06.03	07:30:00	4476.96	4477.18	4468.14	4469.16	3393	0	40
2026.06.03	08:00:00	4469.21	4474.05	4465.98	4468.37	4024	0	50
2026.06.03	08:30:00	4468.44	4468.74	4456.44	4456.86	6586	0	40
2026.06.03	09:00:00	4456.88	4470.73	4456.67	4462.34	7984	0	40
2026.06.03	09:30:00	4462.16	4464.88	4455.07	4462.79	7111	0	40
2026.06.03	10:00:00	4462.82	4472.01	4456.00	4456.00	6682	0	40
2026.06.03	10:30:00	4456.01	4463.81	4452.69	4453.09	6350	0	40
2026.06.03	11:00:00	4453.18	4459.12	4450.56	4457.30	6768	0	40
2026.06.03	11:30:00	4457.31	4458.64	4440.05	4443.81	6633	0	40
2026.06.03	12:00:00	4443.62	4458.83	4439.34	4439.78	6580	0	51
2026.06.03	12:30:00	4439.77	4448.23	4438.81	4442.90	5968	0	51
2026.06.03	13:00:00	4442.87	4466.76	4440.75	4459.87	9434	0	40
2026.06.03	13:30:00	4459.88	4462.60	4452.99	4458.81	4999	0	51
2026.06.03	14:00:00	4458.82	4467.86	4458.82	4464.37	5990	0	51
2026.06.03	14:30:00	4464.35	4466.94	4458.39	4462.22	5321	0	40
2026.06.03	15:00:00	4462.55	4464.30	4451.76	4452.57	6658	0	40
2026.06.03	15:30:00	4452.61	4467.03	4448.09	4460.12	8253	0	51
2026.06.03	16:00:00	4460.10	4465.58	4445.52	4448.35	8937	0	51
2026.06.03	16:30:00	4448.76	4453.02	4425.93	4446.30	13033	0	40
2026.06.03	17:00:00	4446.55	4458.66	4442.26	4451.80	11551	0	40
2026.06.03	17:30:00	4451.79	4459.37	4446.94	4456.94	9499	0	51
2026.06.03	18:00:00	4457.04	4458.17	4439.30	4444.99	10198	0	40
2026.06.03	18:30:00	4444.78	4445.36	4436.51	4442.04	7681	0	51
2026.06.03	19:00:00	4442.13	4443.71	4433.64	4437.44	7970	0	40
2026.06.03	19:30:00	4437.38	4442.58	4435.20	4441.68	7128	0	40
2026.06.03	20:00:00	4441.91	4448.29	4437.71	4438.83	6710	0	40
2026.06.03	20:30:00	4438.76	4442.04	4435.38	4438.80	5119	0	51
2026.06.03	21:00:00	4438.83	4440.49	4435.05	4439.98	5739	0	40
2026.06.03	21:30:00	4439.88	4442.66	4436.73	4441.87	4927	0	40
2026.06.03	22:00:00	4441.83	4452.06	4441.26	4447.83	5207	0	51
2026.06.03	22:30:00	4447.91	4449.46	4442.88	4443.71	5023	0	51
2026.06.03	23:00:00	4443.60	4445.17	4437.19	4438.84	4127	0	51
2026.06.03	23:30:00	4438.82	4439.39	4430.15	4434.18	3647	0	51
2026.06.04	01:00:00	4438.44	4440.09	4423.83	4433.82	6854	0	52
2026.06.04	01:30:00	4433.83	4452.87	4433.72	4448.81	7709	0	40
2026.06.04	02:00:00	4448.92	4451.34	4445.20	4450.55	7004	0	54
2026.06.04	02:30:00	4450.59	4464.42	4446.09	4457.05	9345	0	54
2026.06.04	03:00:00	4457.19	4465.26	4447.46	4450.52	12222	0	53
2026.06.04	03:30:00	4450.53	4452.77	4443.92	4448.22	11569	0	53
2026.06.04	04:00:00	4448.25	4473.30	4442.91	4465.82	13249	0	51
2026.06.04	04:30:00	4465.81	4470.16	4456.64	4465.64	13319	0	54
2026.06.04	05:00:00	4465.61	4467.11	4455.29	4460.45	11476	0	53
2026.06.04	05:30:00	4460.48	4476.36	4457.81	4474.75	11017	0	52
2026.06.04	06:00:00	4474.57	4477.05	4465.80	4469.21	9808	0	54
2026.06.04	06:30:00	4469.10	4470.73	4458.21	4463.64	8380	0	52
2026.06.04	07:00:00	4463.65	4476.17	4462.15	4474.54	6360	0	52
2026.06.04	07:30:00	4474.55	4483.89	4474.43	4480.86	7934	0	52
2026.06.04	08:00:00	4480.87	4482.23	4470.78	4473.08	6433	0	51
2026.06.04	08:30:00	4473.14	4475.64	4466.74	4469.00	8752	0	40
2026.06.04	09:00:00	4468.98	4477.00	4466.56	4471.94	7187	0	51
2026.06.04	09:30:00	4471.84	4476.75	4462.70	4467.60	6405	0	40
2026.06.04	10:00:00	4467.73	4470.53	4461.60	4464.97	6106	0	40
2026.06.04	10:30:00	4464.92	4467.72	4459.57	4461.47	4976	0	40
2026.06.04	11:00:00	4461.41	4467.69	4458.36	4463.23	7055	0	40
2026.06.04	11:30:00	4463.99	4469.23	4459.45	4463.16	6852	0	40
2026.06.04	12:00:00	4463.18	4469.22	4460.80	4464.56	6637	0	51
2026.06.04	12:30:00	4464.60	4475.42	4461.57	4470.23	6607	0	40
2026.06.04	13:00:00	4470.14	4471.98	4464.14	4467.38	5158	0	40
2026.06.04	13:30:00	4467.43	4473.68	4466.28	4473.51	5195	0	40
2026.06.04	14:00:00	4473.89	4491.35	4468.64	4489.39	7172	0	40
2026.06.04	14:30:00	4489.74	4514.50	4482.11	4511.41	9790	0	40
2026.06.04	15:00:00	4511.38	4513.67	4491.00	4498.45	9043	0	40
2026.06.04	15:30:00	4498.41	4510.77	4496.92	4503.95	7767	0	40
2026.06.04	16:00:00	4503.88	4509.93	4500.07	4504.48	8208	0	40
2026.06.04	16:30:00	4504.54	4515.20	4495.27	4495.72	13283	0	40
2026.06.04	17:00:00	4495.70	4499.74	4483.88	4486.01	12141	0	40
2026.06.04	17:30:00	4486.03	4486.72	4457.14	4465.73	11957	0	40
2026.06.04	18:00:00	4465.77	4474.73	4463.57	4470.71	8908	0	40
2026.06.04	18:30:00	4470.70	4478.82	4469.54	4477.27	7503	0	40
2026.06.04	19:00:00	4477.29	4484.99	4475.13	4483.40	6856	0	40
2026.06.04	19:30:00	4483.42	4483.90	4479.56	4482.59	6790	0	40
2026.06.04	20:00:00	4482.54	4482.58	4473.91	4476.66	5250	0	40
